\# boa_stats: type,map,start_q,n,boa_exp_sum,boa_gen_sum,boa_sol_sum,setup_time_sum
# bcp_stats: type,map,start_q,ord_i,zone_i,piv_i,exp_sum,gen_sum,prune_sum,time_sum,bbar1_sum,bbar2_sum,solved,timed_out,n,error_sum,error_n
boa_stats,NY,0,4,677952,958829,310,309.7750
bcp_stats,NY,5,5,2,4,37091607,57075815,102225888,30055.870000,5.00000000,3.75000000,4,1,5,0.0000000000,0
bcp_stats,NY,5,5,3,0,36833312,56043452,101566639,30055.354000,5.00000000,5.00000000,4,1,5,0.0000000000,0
bcp_stats,NY,5,6,0,0,45460,70402,94247,6.576000,1.25000000,5.00000000,5,0,5,0.0188453785,5
bcp_stats,NY,5,6,0,1,45700,71155,94067,15.140000,1.52982460,3.63372210,5,0,5,0.0555896616,5
bcp_stats,NY,5,6,0,2,36842,56906,71501,4.966000,2.34502897,2.43279462,5,0,5,0.0513443214,5
bcp_stats,NY,5,6,0,3,34935,53671,67083,4.990000,3.65042464,1.58882753,5,0,5,0.0398077549,5
bcp_stats,NY,5,6,0,4,25534,40193,47229,8.539000,5.00000000,1.25000000,5,0,5,0.0000000000,5
bcp_stats,NY,5,6,1,0,42790,68163,84332,5.994000,2.50000000,5.00000000,5,0,5,0.0135497829,5
bcp_stats,NY,5,6,1,1,39321,62201,76387,5.817000,2.68654974,4.08914807,5,0,5,0.0000000000,5
bcp_stats,NY,5,6,1,2,37181,59203,70721,5.151000,3.23001931,3.28852975,5,0,5,0.0054614714,5
