# boa_stats: type,map,start_q,n,boa_exp_sum,boa_gen_sum,boa_sol_sum,setup_time_sum
# bcp_stats: type,map,start_q,ord_i,zone_i,piv_i,exp_sum,gen_sum,prune_sum,time_sum,bbar1_sum,bbar2_sum,solved,timed_out,n,error_sum,error_n
boa_stats,BAY,0,5,1129411,1494121,764,442.1770
bcp_stats,BAY,0,1,2,2,35110,48763,51577,3.185000,4.21019189,4.19323914,5,0,5,0.0000000000,0
bcp_stats,BAY,0,1,2,3,36449,51360,54546,3.687000,4.62287137,3.96269730,5,0,5,0.0000000000,0
bcp_stats,BAY,0,1,2,4,2672,4124,2856,0.170000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,1,3,0,2672,4124,2856,0.160000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,0,0,2440,4440,2638,0.146000,1.25000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,0,1,64331,84597,91263,5.935000,1.82134055,3.89662651,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,0,2,146224,198413,231400,14.921000,2.63057566,2.57971743,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,0,3,126159,160058,215484,11.568000,3.86861412,1.88809189,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,0,4,2672,4124,2856,0.105000,5.00000000,1.25000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,1,0,2440,4468,2610,0.184000,2.50000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,1,1,33725,49207,47306,3.153000,2.88089370,4.26441767,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,1,2,71682,95747,101782,6.972000,3.42038377,3.38647829,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,1,3,62684,83564,95587,5.601000,4.24574274,2.92539459,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,1,4,2672,4124,2856,0.106000,5.00000000,2.50000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,2,0,2440,4471,2607,0.190000,3.75000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,2,1,20571,33483,28033,1.709000,3.94044685,4.63220884,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,2,2,31443,46214,43216,2.715000,4.21019189,4.19323914,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,2,3,36449,51360,54546,3.093000,4.62287137,3.96269730,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,2,4,2672,4124,2856,0.112000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,2,3,0,2440,4471,2607,0.106000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,0,0,2875,7516,759,0.677000,1.25000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,0,1,130109,349206,208338,28.896000,1.82134055,3.89662651,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,0,2,152090,396282,235874,30.506000,2.63057566,2.57971743,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,0,3,136386,354516,210264,27.405000,3.86861412,1.88809189,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,0,4,3308,8099,734,0.291000,5.00000000,1.25000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,1,0,3292,8941,471,0.296000,2.50000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,1,1,71532,192437,98131,16.081000,2.88089370,4.26441767,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,1,2,112145,293877,164918,23.947000,3.42038377,3.38647829,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,1,3,55495,141796,66243,9.509000,4.24574274,2.92539459,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,1,4,3494,8607,745,0.292000,5.00000000,2.50000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,2,0,3477,9440,477,0.370000,3.75000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,2,1,43823,116677,45825,8.023000,3.94044685,4.63220884,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,2,2,30205,81215,29699,4.819000,4.21019189,4.19323914,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,2,3,25458,68086,24137,3.851000,4.62287137,3.96269730,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,2,4,4099,10227,829,0.505000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,3,3,0,5032,12841,968,0.457000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,0,0,135168,318501,231824,27.208000,1.25000000,5.00000000,5,0,5,0.0000000000,0
